transaction_id,user_id,amount,currency,description,mcc,category,subcategory,merchant_name,transaction_date,location,country,is_weekend,is_outlier,device_id,ip_address,channel
TXN_USER_001_0039,USER_001,4126105.03,VND,Holiday Inn - Hotel,3501,Accommodation,Hotel,Holiday Inn,2025-04-13T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.67,pos
TXN_USER_001_0040,USER_001,1673567.09,VND,Sheraton Hotel - Hotel,3504,Accommodation,Hotel,Sheraton Hotel,2025-05-05T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.48,atm
TXN_USER_001_0041,USER_001,762071.93,VND,Movie Theater - Movie,7832,Entertainment,Movie,Movie Theater,2025-06-03T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.164,atm
TXN_USER_001_0042,USER_001,4958906.34,VND,Airbnb - Homestay,3505,Accommodation,Homestay,Airbnb,2025-03-07T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.166,atm
TXN_USER_001_0043,USER_001,23153770.81,VND,Sheraton Hotel - Hotel,3504,Accommodation,Hotel,Sheraton Hotel,2025-04-06T21:02:25.678117,Ho Chi Minh City,VN,True,True,device_USER_001,192.168.1.148,pos
TXN_USER_001_0044,USER_001,3229224.25,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-07-20T21:02:25.678117,Singapore,VN,True,False,device_USER_001,192.168.1.183,mobile_app
TXN_USER_001_0045,USER_001,50000.0,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-03-27T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.196,mobile_app
TXN_USER_001_0046,USER_001,3898505.33,VND,Vietnam Airlines - Airline,3004,Travel,Airline,Vietnam Airlines,2025-05-28T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.17,web
TXN_USER_001_0047,USER_001,159525.85,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-03-26T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.57,mobile_app
TXN_USER_001_0048,USER_001,3190784.93,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-07-31T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.114,pos
TXN_USER_001_0049,USER_001,1933739.02,VND,Sheraton Hotel - Hotel,3504,Accommodation,Hotel,Sheraton Hotel,2025-06-25T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.202,atm
TXN_USER_001_0050,USER_001,238286.23,VND,Grocery Store - Grocery,5411,F&B,Grocery,Grocery Store,2025-08-04T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.118,web
TXN_USER_001_0051,USER_001,506412.05,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-02-20T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.207,atm
TXN_USER_001_0052,USER_001,2268772.89,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-03-09T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.117,atm
TXN_USER_001_0053,USER_001,1840903.63,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-06-10T21:02:25.678117,Ho Chi Minh City,VN,False,True,device_USER_001,192.168.1.116,atm
TXN_USER_001_0054,USER_001,100000.0,VND,Department Store - Department Store,5311,Shopping,Department Store,Department Store,2025-03-16T21:02:25.678117,Bangkok,VN,True,False,device_USER_001,192.168.1.144,web
TXN_USER_001_0055,USER_001,3640597.16,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-05-30T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.142,mobile_app
TXN_USER_001_0056,USER_001,226537.14,VND,Restaurant - Restaurant,5812,F&B,Restaurant,Restaurant,2025-08-02T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.33,web
TXN_USER_001_0057,USER_001,359878.19,VND,Grocery Store - Grocery,5411,F&B,Grocery,Grocery Store,2025-06-19T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.75,pos
TXN_USER_001_0058,USER_001,302015.44,VND,Variety Store - Retail,5331,Shopping,Retail,Variety Store,2025-06-13T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.46,web
TXN_USER_001_0059,USER_001,2479264.25,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-07-18T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.59,atm
TXN_USER_001_0060,USER_001,585944.55,VND,Department Store - Department Store,5311,Shopping,Department Store,Department Store,2025-02-24T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.204,web
TXN_USER_001_0061,USER_001,500000.0,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-06-26T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.88,pos
TXN_USER_001_0062,USER_001,332617.06,VND,Grocery Store - Grocery,5411,F&B,Grocery,Grocery Store,2025-08-01T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.21,web
TXN_USER_001_0063,USER_001,127390.96,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-02-27T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.175,web
TXN_USER_001_0064,USER_001,3030241.04,VND,Bamboo Airways - Airline,3005,Travel,Airline,Bamboo Airways,2025-07-14T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.195,web
TXN_USER_001_0065,USER_001,2483996.71,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-05-21T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.43,pos
TXN_USER_001_0066,USER_001,2672081.44,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-05-14T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.113,web
TXN_USER_001_0067,USER_001,1651211.95,VND,Vietnam Airlines - Airline,3004,Travel,Airline,Vietnam Airlines,2025-07-25T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.13,pos
TXN_USER_001_0068,USER_001,3563794.96,VND,Bamboo Airways - Airline,3005,Travel,Airline,Bamboo Airways,2025-04-04T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.243,pos
TXN_USER_001_0069,USER_001,4564105.65,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-08-14T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.213,mobile_app
TXN_USER_001_0070,USER_001,171059.02,VND,Taxi/Rideshare - Taxi,4121,Transportation,Taxi,Taxi/Rideshare,2025-07-06T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.246,pos
TXN_USER_001_0071,USER_001,486666.35,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-05-02T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.96,atm
TXN_USER_001_0072,USER_001,27868333.76,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-07-14T21:02:25.678117,Singapore,VN,False,True,device_USER_001,192.168.1.224,mobile_app
TXN_USER_001_0073,USER_001,1105239.6,VND,Sheraton Hotel - Hotel,3504,Accommodation,Hotel,Sheraton Hotel,2025-07-26T21:02:25.678117,Singapore,VN,True,False,device_USER_001,192.168.1.196,mobile_app
TXN_USER_001_0074,USER_001,266079.11,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-07-25T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.51,web
TXN_USER_001_0075,USER_001,673229.07,VND,Bamboo Airways - Airline,3005,Travel,Airline,Bamboo Airways,2025-05-30T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.153,web
TXN_USER_001_0076,USER_001,2707513.94,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-07-18T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.31,web
TXN_USER_001_0077,USER_001,653448.35,VND,Misc Retail - Retail,5399,Shopping,Retail,Misc Retail,2025-02-27T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.36,web
TXN_USER_001_0078,USER_001,63840.8,VND,Fast Food - Fast Food,5814,F&B,Fast Food,Fast Food,2025-04-23T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.227,mobile_app
TXN_USER_001_0079,USER_001,53279.88,VND,Grocery Store - Grocery,5411,F&B,Grocery,Grocery Store,2025-04-16T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.110,mobile_app
TXN_USER_001_0080,USER_001,375303.5,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-03-28T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.231,pos
TXN_USER_001_0081,USER_001,4610465.21,VND,Airbnb - Homestay,3505,Accommodation,Homestay,Airbnb,2025-02-18T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.229,web
TXN_USER_001_0082,USER_001,3060160.02,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-06-01T21:02:25.678117,Bangkok,VN,True,False,device_USER_001,192.168.1.130,atm
TXN_USER_001_0083,USER_001,2876159.63,VND,Holiday Inn - Hotel,3501,Accommodation,Hotel,Holiday Inn,2025-06-27T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.147,mobile_app
TXN_USER_001_0084,USER_001,446207.48,VND,Variety Store - Retail,5331,Shopping,Retail,Variety Store,2025-05-03T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.187,atm
TXN_USER_001_0085,USER_001,248426.64,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-05-09T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.3,mobile_app
TXN_USER_001_0086,USER_001,1830913.37,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-06-19T21:02:25.678117,Singapore,VN,False,True,device_USER_001,192.168.1.145,mobile_app
TXN_USER_001_0087,USER_001,475542.4,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-04-25T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.71,pos
TXN_USER_001_0088,USER_001,499717.6,VND,Cigar Store - Music,5993,Entertainment,Music,Cigar Store,2025-06-11T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.47,atm
TXN_USER_001_0089,USER_001,2440909.29,VND,Marriott Resort - Resort,3502,Accommodation,Resort,Marriott Resort,2025-07-23T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.153,pos
TXN_USER_001_0090,USER_001,544395.48,VND,Cigar Store - Music,5993,Entertainment,Music,Cigar Store,2025-03-14T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.226,web
TXN_USER_001_0091,USER_001,79503.72,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-06-19T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.229,mobile_app
TXN_USER_001_0092,USER_001,800000.0,VND,Holiday Inn - Hotel,3501,Accommodation,Hotel,Holiday Inn,2025-05-14T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.203,mobile_app
TXN_USER_001_0093,USER_001,1738754.32,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-04-01T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.151,mobile_app
TXN_USER_001_0094,USER_001,222849.5,VND,Parking - Parking,5542,Transportation,Parking,Parking,2025-07-20T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.126,pos
TXN_USER_001_0095,USER_001,901061.25,VND,Marriott Resort - Resort,3502,Accommodation,Resort,Marriott Resort,2025-05-10T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.179,pos
TXN_USER_001_0096,USER_001,934698.0,VND,Video Game Arcade - Gaming,7994,Entertainment,Gaming,Video Game Arcade,2025-05-24T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.147,pos
TXN_USER_001_0097,USER_001,370978.19,VND,Fast Food - Fast Food,5814,F&B,Fast Food,Fast Food,2025-04-21T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.50,mobile_app
TXN_USER_001_0098,USER_001,334860.57,VND,Wholesale Club - Retail,5300,Shopping,Retail,Wholesale Club,2025-04-16T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.211,atm
TXN_USER_001_0099,USER_001,18167076.59,VND,Bamboo Airways - Airline,3005,Travel,Airline,Bamboo Airways,2025-05-23T21:02:25.678117,Singapore,VN,False,True,device_USER_001,192.168.1.151,mobile_app
TXN_USER_001_0100,USER_001,3537957.0,VND,Vietnam Airlines - Airline,3004,Travel,Airline,Vietnam Airlines,2025-03-02T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.172,pos
TXN_USER_001_0101,USER_001,348495.25,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-07-24T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.44,pos
TXN_USER_001_0102,USER_001,3834968.1,VND,Marriott Resort - Resort,3502,Accommodation,Resort,Marriott Resort,2025-05-03T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.57,atm
TXN_USER_001_0103,USER_001,195161.58,VND,Parking Lot - Parking,7523,Transportation,Parking,Parking Lot,2025-05-20T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.32,mobile_app
TXN_USER_001_0104,USER_001,521694.48,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-08-17T21:02:25.678117,Da Nang,VN,True,False,device_USER_001,192.168.1.70,atm
TXN_USER_001_0105,USER_001,451164.95,VND,Misc Retail - Retail,5399,Shopping,Retail,Misc Retail,2025-08-14T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.145,pos
TXN_USER_001_0106,USER_001,474702.33,VND,Dentist - Dentist,8021,Healthcare,Dentist,Dentist,2025-07-03T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.22,atm
TXN_USER_001_0107,USER_001,3600185.79,VND,Sheraton Hotel - Hotel,3504,Accommodation,Hotel,Sheraton Hotel,2025-03-12T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.9,atm
TXN_USER_001_0108,USER_001,4324789.16,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-03-06T21:02:25.678117,Ho Chi Minh City,VN,False,False,device_USER_001,192.168.1.68,mobile_app
TXN_USER_001_0109,USER_001,270236.43,VND,Grocery Store - Grocery,5411,F&B,Grocery,Grocery Store,2025-05-05T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.154,pos
TXN_USER_001_0110,USER_001,50000.0,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-03-03T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.117,mobile_app
TXN_USER_001_0111,USER_001,52558.13,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-07-25T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.4,pos
TXN_USER_001_0112,USER_001,10094091.13,VND,Drug Store - Pharmacy,5912,Healthcare,Pharmacy,Drug Store,2025-04-11T21:02:25.678117,Singapore,VN,False,True,device_USER_001,192.168.1.180,pos
TXN_USER_001_0113,USER_001,560158.15,VND,Movie Theater - Movie,7832,Entertainment,Movie,Movie Theater,2025-03-14T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.124,atm
TXN_USER_001_0114,USER_001,4091349.23,VND,Sovico Resort - Resort,3503,Accommodation,Resort,Sovico Resort,2025-04-21T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.189,atm
TXN_USER_001_0115,USER_001,262376.38,VND,Parking - Parking,5542,Transportation,Parking,Parking,2025-08-06T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.39,web
TXN_USER_001_0116,USER_001,4611023.25,VND,United Airlines - Airline,3000,Travel,Airline,United Airlines,2025-07-28T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.90,web
TXN_USER_001_0117,USER_001,557589.82,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-03-17T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.61,mobile_app
TXN_USER_001_0118,USER_001,262866.49,VND,Gas Station - Fuel,5541,Transportation,Fuel,Gas Station,2025-05-24T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.88,pos
TXN_USER_001_0119,USER_001,120000.0,VND,Movie Theater - Movie,7832,Entertainment,Movie,Movie Theater,2025-03-30T21:02:25.678117,Ho Chi Minh City,VN,True,False,device_USER_001,192.168.1.74,web
TXN_USER_001_0120,USER_001,1524892.25,VND,VietJet Air - Airline,3003,Travel,Airline,VietJet Air,2025-07-02T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.183,atm
TXN_USER_001_0121,USER_001,3835905.26,VND,Vietnam Airlines - Airline,3004,Travel,Airline,Vietnam Airlines,2025-04-07T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.210,mobile_app
TXN_USER_001_0122,USER_001,578221.13,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-03-23T21:02:25.678117,Bangkok,VN,True,False,device_USER_001,192.168.1.51,web
TXN_USER_001_0123,USER_001,345907.1,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-02-20T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.93,mobile_app
TXN_USER_001_0124,USER_001,295177.35,VND,Gas Station - Fuel,5541,Transportation,Fuel,Gas Station,2025-03-15T21:02:25.678117,Bangkok,VN,True,False,device_USER_001,192.168.1.78,mobile_app
TXN_USER_001_0125,USER_001,66574.41,VND,Bus Line - Bus,4131,Transportation,Bus,Bus Line,2025-02-21T21:02:25.678117,Bangkok,VN,False,False,device_USER_001,192.168.1.246,mobile_app
TXN_USER_001_0126,USER_001,3230636.8,VND,American Airlines - Airline,3001,Travel,Airline,American Airlines,2025-07-25T21:02:25.678117,Singapore,VN,False,False,device_USER_001,192.168.1.94,atm
TXN_USER_001_0127,USER_001,190489.66,VND,Bar/Tavern - Bar,5813,F&B,Bar,Bar/Tavern,2025-06-23T21:02:25.678117,Hanoi,VN,False,False,device_USER_001,192.168.1.195,web
TXN_USER_001_0128,USER_001,6206404.09,VND,Sovico Resort - Resort,3503,Accommodation,Resort,Sovico Resort,2025-04-11T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.239,atm
TXN_USER_001_0129,USER_001,2676587.24,VND,Bamboo Airways - Airline,3005,Travel,Airline,Bamboo Airways,2025-07-27T21:02:25.678117,Hanoi,VN,True,False,device_USER_001,192.168.1.228,pos
TXN_USER_001_0130,USER_001,259428.45,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-04-12T21:02:25.678117,Singapore,VN,True,False,device_USER_001,192.168.1.237,web
TXN_USER_001_0131,USER_001,528566.63,VND,Cafe - Cafe,5815,F&B,Cafe,Cafe,2025-04-17T21:02:25.678117,Da Nang,VN,False,False,device_USER_001,192.168.1.156,atm
